REP_PERIOD,FUND_TYP,COD_BUDGET,COD_INCO,NAME_INC,ZAT_AMT,PLANS_AMT,FAKT_AMT,CITY
2021-01-31,T,26000000000,11021600,"Податок на прибуток фінансових установ, включаючи філіали аналогічних організацій, розташованих на території України, за винятком страхових організацій",53136000,0,9099893.31,Kyiv
2021-01-31,C,26000000000,13010200,"Рентна плата за спеціальне використання лісових ресурсів (крім рентної плати за спеціальне використання лісових ресурсів в частині деревини, заготовленої в порядку рубок головного користування)",0,NA,59064.99,Kyiv
2021-01-31,T,26000000000,13010200,"Рентна плата за спеціальне використання лісових ресурсів (крім рентної плати за спеціальне використання лісових ресурсів в частині деревини, заготовленої в порядку рубок головного користування)",0,0,59064.99,Kyiv
2021-01-31,C,26000000000,13020100,Рентна плата за спеціальне використання води (крім рентної плати за спеціальне використання води водних об'єктів місцевого значення),21982100,NA,117881.76,Kyiv
2021-01-31,T,26000000000,13020100,Рентна плата за спеціальне використання води (крім рентної плати за спеціальне використання води водних об'єктів місцевого значення),21982100,0,117881.76,Kyiv
2021-01-31,C,26000000000,13020200,Рентна плата за спеціальне використання води водних об'єктів місцевого значення,78700,NA,30.35,Kyiv
2021-01-31,T,26000000000,13020200,Рентна плата за спеціальне використання води водних об'єктів місцевого значення,78700,0,30.35,Kyiv
2021-01-31,C,26000000000,13020400,Надходження рентної плати за спеціальне використання води від підприємств житлово-комунального господарства,5558300,NA,0,Kyiv
2021-01-31,T,26000000000,13020400,Надходження рентної плати за спеціальне використання води від підприємств житлово-комунального господарства,5558300,0,0,Kyiv
2021-01-31,C,26000000000,13020600,Рентна плата за спеціальне використання води в частині використання поверхневих вод для потреб водного транспорту (крім стоянкових і службово-допоміжного флотів),1070900,NA,40656.83,Kyiv
2021-01-31,T,26000000000,13020600,Рентна плата за спеціальне використання води в частині використання поверхневих вод для потреб водного транспорту (крім стоянкових і службово-допоміжного флотів),1070900,0,40656.83,Kyiv
2021-01-31,C,26000000000,13030100,Рентна плата за користування надрами для видобування інших корисних копалин загальнодержавного значення,4802000,NA,18544.25,Kyiv
2021-01-31,T,26000000000,13030100,Рентна плата за користування надрами для видобування інших корисних копалин загальнодержавного значення,4802000,0,18544.25,Kyiv
2021-01-31,C,26000000000,13040100,Рентна плата за користування надрами для видобування корисних копалин місцевого значення,2078000,NA,0,Kyiv
2021-01-31,T,26000000000,13040100,Рентна плата за користування надрами для видобування корисних копалин місцевого значення,2078000,0,0,Kyiv
2021-01-31,C,26000000000,13070200,Плата за спеціальне використання рибних та інших водних ресурсів,180000,NA,151638.2,Kyiv
2021-01-31,T,26000000000,13070200,Плата за спеціальне використання рибних та інших водних ресурсів,180000,0,151638.2,Kyiv
2021-01-31,C,26000000000,14021900,Пальне,180000000,NA,0,Kyiv
2021-01-31,T,26000000000,14021900,Пальне,180000000,0,0,Kyiv
2021-01-31,C,26000000000,14031900,Пальне,620000000,NA,0,Kyiv
2021-01-31,T,26000000000,14031900,Пальне,620000000,0,0,Kyiv
2021-01-31,C,26000000000,14040000,Акцизний податок з реалізації суб’єктами господарювання роздрібної торгівлі підакцизних товарів,1232350000,NA,147255495.04,Kyiv
2021-01-31,T,26000000000,14040000,Акцизний податок з реалізації суб’єктами господарювання роздрібної торгівлі підакцизних товарів,1232350000,0,147255495.04,Kyiv
2021-01-31,C,26000000000,18010100,"Податок на нерухоме майно, відмінне від земельної ділянки, сплачений юридичними особами, які є власниками об'єктів житлової нерухомості",84864000,NA,14340409.13,Kyiv
2021-01-31,T,26000000000,18010100,"Податок на нерухоме майно, відмінне від земельної ділянки, сплачений юридичними особами, які є власниками об'єктів житлової нерухомості",84864000,0,14340409.13,Kyiv
2021-01-31,C,26000000000,18010200,"Податок на нерухоме майно, відмінне від земельної ділянки, сплачений фізичними особами, які є власниками об'єктів житлової нерухомості",150144000,NA,7428671.05,Kyiv
2021-01-31,T,26000000000,18010200,"Податок на нерухоме майно, відмінне від земельної ділянки, сплачений фізичними особами, які є власниками об'єктів житлової нерухомості",150144000,0,7428671.05,Kyiv
2021-01-31,C,26000000000,18010300,"Податок на нерухоме майно, відмінне від земельної ділянки, сплачений фізичними особами, які є власниками об'єктів нежитлової нерухомості",96288000,NA,3799098.41,Kyiv
2021-01-31,T,26000000000,18010300,"Податок на нерухоме майно, відмінне від земельної ділянки, сплачений фізичними особами, які є власниками об'єктів нежитлової нерухомості",96288000,0,3799098.41,Kyiv
2021-01-31,C,26000000000,18010400,"Податок на нерухоме майно, відмінне від земельної ділянки, сплачений юридичними особами, які є власниками об'єктів нежитлової нерухомості",1300704000,NA,266477747.8,Kyiv
2021-01-31,T,26000000000,18010400,"Податок на нерухоме майно, відмінне від земельної ділянки, сплачений юридичними особами, які є власниками об'єктів нежитлової нерухомості",1300704000,0,266477747.8,Kyiv
2021-01-31,C,26000000000,18010500,Земельний податок з юридичних осіб,2063356000,NA,144151459.33,Kyiv
2021-01-31,T,26000000000,18010500,Земельний податок з юридичних осіб,2063356000,0,144151459.33,Kyiv
2021-01-31,C,26000000000,18010600,Орендна плата з юридичних осіб,2601341000,NA,234030977.53,Kyiv
2021-01-31,T,26000000000,18010600,Орендна плата з юридичних осіб,2601341000,0,234030977.53,Kyiv
2021-01-31,C,26000000000,18010700,Земельний податок з фізичних осіб,76642000,NA,1940232.81,Kyiv
2021-01-31,T,26000000000,18010700,Земельний податок з фізичних осіб,76642000,0,1940232.81,Kyiv
2021-01-31,C,26000000000,18010900,Орендна плата з фізичних осіб,27050000,NA,1220469.64,Kyiv
2021-01-31,T,26000000000,18010900,Орендна плата з фізичних осіб,27050000,0,1220469.64,Kyiv
2021-01-31,C,26000000000,18011000,Транспортний податок з фізичних осіб,44619000,NA,943742.58,Kyiv
2021-01-31,T,26000000000,18011000,Транспортний податок з фізичних осіб,44619000,0,943742.58,Kyiv
2021-01-31,C,26000000000,18011100,Транспортний податок з юридичних осіб,28988000,NA,5483926.71,Kyiv
2021-01-31,T,26000000000,18011100,Транспортний податок з юридичних осіб,28988000,0,5483926.71,Kyiv
2021-01-31,S,13563000000,19010200,Надходження від скидів забруднюючих речовин безпосередньо у водні об’єкти,2132100,0,28823.08,Lviv
2021-01-31,T,13563000000,19010200,Надходження від скидів забруднюючих речовин безпосередньо у водні об’єкти,2132100,0,28823.08,Lviv
2021-01-31,S,13563000000,19010300,"Надходження від розміщення відходів у спеціально відведених для цього місцях чи на об’єктах, крім розміщення окремих видів відходів як вторинної сировини",58300,0,60561.28,Lviv
2021-01-31,T,13563000000,19010300,"Надходження від розміщення відходів у спеціально відведених для цього місцях чи на об’єктах, крім розміщення окремих видів відходів як вторинної сировини",58300,0,60561.28,Lviv
